t0	t67427	100.000	14	0	0	13	26	5	18	0.53	28.2
t1	t94222	100.000	14	0	0	32	45	9	22	0.53	28.2
t2	t128866	100.000	14	0	0	21	34	43	30	0.53	28.2
t2	t81234	100.000	14	0	0	19	32	15	28	0.53	28.2
t4	t32103	100.000	15	0	0	21	35	21	35	0.13	30.2
t4	t29995	100.000	15	0	0	21	35	21	35	0.13	30.2
t4	t117114	100.000	14	0	0	20	33	26	13	0.53	28.2
t4	t58514	100.000	14	0	0	11	24	31	18	0.53	28.2
t4	t58512	100.000	14	0	0	11	24	1	14	0.53	28.2
t4	t37867	100.000	14	0	0	8	21	30	43	0.53	28.2
t4	t36882	100.000	14	0	0	16	29	37	24	0.53	28.2
t4	t35702	100.000	14	0	0	8	21	30	43	0.53	28.2
t4	t34817	100.000	14	0	0	16	29	37	24	0.53	28.2
t4	t32917	100.000	14	0	0	16	29	37	24	0.53	28.2
t4	t31725	100.000	14	0	0	8	21	30	43	0.53	28.2
t4	t30837	100.000	14	0	0	16	29	37	24	0.53	28.2
t5	t112814	100.000	14	0	0	25	38	39	26	0.53	28.2
t5	t103145	100.000	14	0	0	31	44	9	22	0.53	28.2
t5	t21531	100.000	14	0	0	3	16	32	19	0.53	28.2
t6	t117529	100.000	16	0	0	6	21	20	35	0.034	32.2
t6	t37501	95.000	20	1	0	5	24	41	22	0.034	32.2
t6	t87141	100.000	15	0	0	10	24	43	29	0.13	30.2
t6	t117701	100.000	14	0	0	5	18	3	16	0.53	28.2
t6	t98012	94.444	18	1	0	8	25	7	24	0.53	28.2
t6	t37897	100.000	14	0	0	8	21	33	46	0.53	28.2
t6	t35727	100.000	14	0	0	8	21	33	46	0.53	28.2
t6	t33822	100.000	14	0	0	8	21	33	46	0.53	28.2
t6	t31754	100.000	14	0	0	8	21	33	46	0.53	28.2
t7	t21855	100.000	14	0	0	28	41	18	5	0.53	28.2
t9	t120312	100.000	14	0	0	28	41	23	10	0.53	28.2
t9	t117179	94.444	18	1	0	8	25	28	45	0.53	28.2
t9	t66680	94.444	18	1	0	7	24	28	45	0.53	28.2
t9	t64223	100.000	14	0	0	4	17	16	3	0.53	28.2
t9	t62593	94.444	18	1	0	16	33	27	44	0.53	28.2
t9	t60654	100.000	14	0	0	20	33	28	41	0.53	28.2
t10	t79303	100.000	14	0	0	30	43	46	33	0.53	28.2
t11	t57451	100.000	15	0	0	31	45	6	20	0.13	30.2
t11	t41010	100.000	14	0	0	36	49	10	23	0.53	28.2
t12	t1051	100.000	17	0	0	11	27	1	17	0.009	34.2
t12	t73375	100.000	15	0	0	10	24	31	45	0.13	30.2
t12	t51740	94.737	19	1	0	26	44	4	22	0.13	30.2
t12	t36911	100.000	15	0	0	13	27	1	15	0.13	30.2
t12	t34838	100.000	15	0	0	13	27	1	15	0.13	30.2
t12	t32941	100.000	15	0	0	13	27	1	15	0.13	30.2
t12	t30863	100.000	15	0	0	13	27	1	15	0.13	30.2
t12	t120943	100.000	14	0	0	11	24	16	3	0.53	28.2
t12	t120942	100.000	14	0	0	11	24	37	24	0.53	28.2
t12	t119989	100.000	14	0	0	9	22	30	17	0.53	28.2
t12	t119988	100.000	14	0	0	9	22	28	15	0.53	28.2
t12	t97507	100.000	14	0	0	11	24	18	5	0.53	28.2
t12	t73584	100.000	14	0	0	16	29	48	35	0.53	28.2
t12	t37576	94.444	18	1	0	18	35	39	22	0.53	28.2
t12	t36272	94.444	18	1	0	8	25	36	19	0.53	28.2
t12	t33052	100.000	14	0	0	8	21	41	28	0.53	28.2
t12	t30972	100.000	14	0	0	8	21	41	28	0.53	28.2
t12	t16027	100.000	14	0	0	12	25	46	33	0.53	28.2
t12	t530	100.000	14	0	0	15	28	42	29	0.53	28.2
t12	t117625	100.000	14	0	0	10	23	21	34	0.53	28.2
t12	t58769	100.000	14	0	0	19	32	2	15	0.53	28.2
t12	t2877	90.909	22	2	0	11	32	8	29	0.53	28.2
t13	t122500	100.000	14	0	0	23	36	30	43	0.53	28.2
t13	t74639	100.000	14	0	0	25	38	34	21	0.53	28.2
t13	t64618	100.000	14	0	0	17	30	35	22	0.53	28.2
t13	t60382	100.000	14	0	0	23	36	36	49	0.53	28.2
t13	t51093	94.444	18	1	0	13	30	11	28	0.53	28.2
t13	t40094	100.000	14	0	0	12	25	5	18	0.53	28.2
t13	t36438	100.000	14	0	0	22	35	27	40	0.53	28.2
t13	t34436	100.000	14	0	0	22	35	27	40	0.53	28.2
t14	t14108	100.000	15	0	0	27	41	29	15	0.13	30.2
t14	t12222	100.000	15	0	0	6	20	40	26	0.13	30.2
t14	t110595	100.000	14	0	0	25	38	23	36	0.53	28.2
t14	t80505	100.000	14	0	0	33	46	27	40	0.53	28.2
t14	t80504	100.000	14	0	0	33	46	6	19	0.53	28.2
t14	t70277	94.444	18	1	0	2	19	8	25	0.53	28.2
t15	t21610	100.000	14	0	0	37	50	18	5	0.53	28.2
t15	t21609	100.000	14	0	0	37	50	44	31	0.53	28.2
t15	t24770	100.000	14	0	0	37	50	13	26	0.53	28.2
t17	t115188	100.000	16	0	0	14	29	11	26	0.034	32.2
t17	t115187	100.000	16	0	0	14	29	14	29	0.034	32.2
t17	t115186	100.000	16	0	0	14	29	15	30	0.034	32.2
t17	t115185	100.000	16	0	0	14	29	16	31	0.034	32.2
t17	t116716	100.000	15	0	0	4	18	29	43	0.13	30.2
t17	t116715	100.000	15	0	0	4	18	28	42	0.13	30.2
t17	t120020	100.000	14	0	0	2	15	19	32	0.53	28.2
t17	t118075	90.909	22	2	0	29	50	22	43	0.53	28.2
t17	t26141	100.000	14	0	0	34	47	50	37	0.53	28.2
t18	t120516	100.000	14	0	0	26	39	36	23	0.53	28.2
t18	t100666	100.000	14	0	0	15	28	25	38	0.53	28.2
t18	t100665	100.000	14	0	0	15	28	22	9	0.53	28.2
t18	t46525	100.000	14	0	0	18	31	22	35	0.53	28.2
t18	t37442	100.000	14	0	0	20	33	13	26	0.53	28.2
t18	t36485	100.000	14	0	0	22	35	15	2	0.53	28.2
t18	t33014	100.000	14	0	0	20	33	13	26	0.53	28.2
t18	t30933	100.000	14	0	0	20	33	13	26	0.53	28.2
t18	t243	100.000	14	0	0	34	47	3	16	0.53	28.2
t20	t1480	100.000	18	0	0	14	31	41	24	0.002	36.2
t20	t70327	100.000	14	0	0	20	33	23	10	0.53	28.2
t20	t68986	100.000	14	0	0	3	16	17	4	0.53	28.2
t20	t68816	100.000	14	0	0	3	16	45	32	0.53	28.2
t21	t70741	100.000	15	0	0	16	30	41	27	0.13	30.2
t21	t93559	100.000	14	0	0	10	23	16	29	0.53	28.2
t21	t54234	100.000	14	0	0	1	14	49	36	0.53	28.2
t21	t7451	100.000	14	0	0	22	35	35	22	0.53	28.2
t24	t66586	94.737	19	1	0	7	25	13	31	0.13	30.2
t24	t124338	100.000	14	0	0	6	19	21	8	0.53	28.2
t24	t83025	100.000	14	0	0	22	35	34	21	0.53	28.2
t27	t58250	100.000	14	0	0	21	34	11	24	0.53	28.2
t27	t37393	94.444	18	1	0	17	34	1	18	0.53	28.2
t27	t35811	100.000	14	0	0	17	30	31	18	0.53	28.2
t27	t35251	94.444	18	1	0	17	34	1	18	0.53	28.2
t27	t33907	100.000	14	0	0	17	30	31	18	0.53	28.2
t27	t33376	94.444	18	1	0	17	34	1	18	0.53	28.2
t27	t31965	100.000	14	0	0	17	30	31	18	0.53	28.2
t27	t31287	94.444	18	1	0	17	34	1	18	0.53	28.2
t27	t29837	100.000	14	0	0	17	30	31	18	0.53	28.2
t27	t23859	100.000	14	0	0	33	46	17	4	0.53	28.2
t28	t34963	100.000	15	0	0	36	50	46	32	0.13	30.2
t28	t71306	100.000	14	0	0	35	48	14	1	0.53	28.2
t28	t66455	100.000	14	0	0	35	48	45	32	0.53	28.2
t28	t58345	100.000	14	0	0	34	47	32	45	0.53	28.2
t28	t57732	100.000	14	0	0	37	50	28	15	0.53	28.2
t28	t37103	100.000	14	0	0	35	48	15	28	0.53	28.2
t28	t37085	100.000	14	0	0	35	48	15	28	0.53	28.2
t29	t9295	100.000	15	0	0	30	44	20	34	0.13	30.2
t29	t120887	100.000	14	0	0	30	43	18	31	0.53	28.2
t30	t70057	100.000	15	0	0	36	50	42	28	0.13	30.2
t31	t117732	100.000	15	0	0	15	29	28	14	0.13	30.2
t31	t117731	100.000	15	0	0	15	29	27	13	0.13	30.2
t31	t117730	100.000	15	0	0	15	29	26	12	0.13	30.2
t31	t36605	100.000	15	0	0	26	40	23	9	0.13	30.2
t31	t34557	100.000	15	0	0	26	40	23	9	0.13	30.2
t31	t33388	100.000	15	0	0	11	25	36	22	0.13	30.2
t31	t32621	100.000	15	0	0	26	40	23	9	0.13	30.2
t31	t31300	100.000	15	0	0	11	25	36	22	0.13	30.2
t31	t30553	100.000	15	0	0	26	40	23	9	0.13	30.2
t31	t37533	94.737	19	1	0	8	26	11	29	0.13	30.2
t31	t35939	100.000	15	0	0	16	30	23	37	0.13	30.2
t31	t34021	100.000	15	0	0	16	30	23	37	0.13	30.2
t31	t32086	100.000	15	0	0	16	30	23	37	0.13	30.2
t31	t29980	100.000	15	0	0	16	30	23	37	0.13	30.2
t31	t123509	100.000	14	0	0	28	41	35	22	0.53	28.2
t31	t50901	100.000	14	0	0	34	47	22	9	0.53	28.2
t31	t37212	100.000	14	0	0	17	30	23	10	0.53	28.2
t31	t36552	100.000	14	0	0	10	23	38	25	0.53	28.2
t31	t35063	100.000	14	0	0	17	30	23	10	0.53	28.2
t31	t34501	100.000	14	0	0	10	23	38	25	0.53	28.2
t31	t33173	100.000	14	0	0	17	30	23	10	0.53	28.2
t31	t32566	100.000	14	0	0	10	23	38	25	0.53	28.2
t31	t31093	100.000	14	0	0	17	30	23	10	0.53	28.2
t31	t30496	100.000	14	0	0	10	23	38	25	0.53	28.2
t31	t1517	94.444	18	1	0	25	42	40	23	0.53	28.2
t31	t123562	100.000	14	0	0	12	25	25	38	0.53	28.2
t31	t49627	100.000	14	0	0	34	47	7	20	0.53	28.2
t31	t36657	100.000	14	0	0	13	26	2	15	0.53	28.2
t31	t32670	100.000	14	0	0	13	26	2	15	0.53	28.2
t32	t117162	100.000	15	0	0	3	17	9	23	0.13	30.2
t32	t117161	100.000	15	0	0	3	17	8	22	0.13	30.2
