t0	t65365	100.000	17	0	0	34	50	31	15	0.009	34.2
t0	t39521	100.000	14	0	0	15	28	25	12	0.53	28.2
t0	t49276	100.000	14	0	0	37	50	13	26	0.53	28.2
t0	t43279	100.000	14	0	0	32	45	14	27	0.53	28.2
t0	t43278	100.000	14	0	0	32	45	32	45	0.53	28.2
t0	t43277	100.000	14	0	0	32	45	34	47	0.53	28.2
t1	t58850	94.737	19	1	0	12	30	36	18	0.13	30.2
t1	t36043	100.000	14	0	0	3	16	30	43	0.53	28.2
t1	t30072	100.000	14	0	0	3	16	30	43	0.53	28.2
t1	t851	94.444	18	1	0	2	19	19	36	0.53	28.2
t2	t120727	100.000	15	0	0	22	36	32	18	0.13	30.2
t2	t70794	100.000	14	0	0	27	40	34	47	0.53	28.2
t2	t61523	100.000	14	0	0	23	36	2	15	0.53	28.2
t2	t35256	100.000	14	0	0	29	42	17	30	0.53	28.2
t2	t120578	100.000	14	0	0	25	38	28	15	0.53	28.2
t2	t119879	100.000	14	0	0	22	35	40	27	0.53	28.2
t2	t71035	100.000	14	0	0	23	36	16	3	0.53	28.2
t2	t67644	100.000	14	0	0	23	36	48	35	0.53	28.2
t2	t33561	100.000	14	0	0	26	39	29	16	0.53	28.2
t3	t101387	100.000	14	0	0	8	21	6	19	0.53	28.2
t5	t120553	94.444	18	1	0	15	32	9	26	0.53	28.2
t5	t119915	100.000	14	0	0	27	40	27	40	0.53	28.2
t5	t117524	100.000	14	0	0	4	17	25	12	0.53	28.2
t5	t117523	100.000	14	0	0	4	17	23	10	0.53	28.2
t5	t117092	100.000	14	0	0	37	50	1	14	0.53	28.2
t5	t96981	100.000	14	0	0	36	49	22	35	0.53	28.2
t5	t49691	100.000	14	0	0	36	49	45	32	0.53	28.2
t5	t31879	94.444	18	1	0	1	18	32	15	0.53	28.2
t5	t31878	94.444	18	1	0	1	18	27	10	0.53	28.2
t5	t676	100.000	14	0	0	5	18	5	18	0.53	28.2
t5	t463	100.000	14	0	0	7	20	39	26	0.53	28.2
t6	t117268	100.000	15	0	0	36	50	1	15	0.13	30.2
t6	t77373	100.000	14	0	0	35	48	24	11	0.53	28.2
t7	t124721	100.000	14	0	0	35	48	8	21	0.53	28.2
t8	t63202	100.000	16	0	0	3	18	24	39	0.034	32.2
t8	t125521	100.000	14	0	0	7	20	9	22	0.53	28.2
t8	t33552	100.000	14	0	0	36	49	17	30	0.53	28.2
t8	t125522	100.000	14	0	0	7	20	41	28	0.53	28.2
t9	t120575	94.737	19	1	0	31	49	32	50	0.13	30.2
t9	t72727	100.000	15	0	0	32	46	44	30	0.13	30.2
t9	t37501	100.000	14	0	0	31	44	35	48	0.53	28.2
t9	t32707	100.000	14	0	0	31	44	32	45	0.53	28.2
t9	t117930	100.000	14	0	0	36	49	25	12	0.53	28.2
t10	t91951	100.000	14	0	0	9	22	17	4	0.53	28.2
t10	t91950	100.000	14	0	0	9	22	25	12	0.53	28.2
t10	t91949	100.000	14	0	0	9	22	32	19	0.53	28.2
t10	t91948	100.000	14	0	0	9	22	37	24	0.53	28.2
t10	t91947	100.000	14	0	0	9	22	45	32	0.53	28.2
t10	t91946	100.000	14	0	0	9	22	49	36	0.53	28.2
t10	t60439	100.000	14	0	0	25	38	22	35	0.53	28.2
t11	t57550	100.000	15	0	0	4	18	8	22	0.13	30.2
t11	t68500	100.000	14	0	0	28	41	7	20	0.53	28.2
t13	t43060	100.000	15	0	0	34	48	34	20	0.13	30.2
t13	t41885	100.000	15	0	0	34	48	33	19	0.13	30.2
t13	t117891	100.000	14	0	0	37	50	1	14	0.53	28.2
t13	t92987	100.000	14	0	0	3	16	8	21	0.53	28.2
t14	t83340	100.000	15	0	0	14	28	19	33	0.13	30.2
t14	t2863	100.000	14	0	0	34	47	32	19	0.53	28.2
t14	t76064	100.000	14	0	0	7	20	29	42	0.53	28.2
t14	t76063	100.000	14	0	0	7	20	10	23	0.53	28.2
t14	t76062	100.000	14	0	0	7	20	5	18	0.53	28.2
t15	t56136	100.000	14	0	0	37	50	1	14	0.53	28.2
t15	t46758	100.000	14	0	0	26	39	21	34	0.53	28.2
t16	t85230	100.000	15	0	0	20	34	21	7	0.13	30.2
t17	t58577	100.000	14	0	0	10	23	19	6	0.53	28.2
t17	t35962	100.000	14	0	0	27	40	33	20	0.53	28.2
t17	t34044	100.000	14	0	0	27	40	30	17	0.53	28.2
t17	t32110	100.000	14	0	0	27	40	33	20	0.53	28.2
t17	t30002	100.000	14	0	0	27	40	33	20	0.53	28.2
t18	t34688	100.000	15	0	0	19	33	13	27	0.13	30.2
t18	t30693	100.000	15	0	0	19	33	13	27	0.13	30.2
t18	t120020	100.000	14	0	0	26	39	28	15	0.53	28.2
t18	t74839	100.000	14	0	0	24	37	49	36	0.53	28.2
t18	t72440	100.000	14	0	0	28	41	46	33	0.53	28.2
